question1_stemmed,question2_stemmed,scores,is_duplicate
good reliabl oyo room,anyon experienc oyo room good experi oyo room,0.5802127872568956,1
best app learn english,best app learn english,1.0,0
good articl global microbiom,main reason britain exit eu,0.0,0
websit use everyday,websit worth visit everyday,0.4112070550676187,1
best book basic electr engin,book refer basic electr engin first year,0.5193879933129156,0
littl thing make happi,best thing make happi,0.6029748160380572,1
best earphon around rs 2000,best earphon 2000inr 35usd,0.29121941856368966,1
arvind kejriw alway blame bjp resign cm post deh,arvind kejriw prais pranab mukerje question honesti past,0.1350734836708713,0
defin complet person,would defin person,0.5031026124151314,0
neoliber big corpor feel entitl free trade agreement noth free accord logic,hedg fund manag pay commiss brokerag firm money buy brokerag firm sinc would compani could trade free cheaper becom stockbrok trade free,0.17525484207946768,0
happen donald trump win elect,would happen one two candid presidenti elect die morn elect day,0.23363338880445642,0
mani cement beg requir in100 sq ft rcc,much cement requir 280 sq ft 6 thick,0.36802320875611494,0
made tata group chairman cyrus mistri quit,reason behind remov cyrus p mistri posit chairman tata group,0.4652915323370137,1
best place visit goa friend,plan visit goa three day best place visit,0.5689275447725676,1
koundinya rishi,koundinya rishi import,0.7092972666062738,0
plastic wrap use weight loss,home stomach wrap use clear plastic wrap kitchen safe use weight loss,0.6851450428142993,1
penalti drive without licens alabama compar penalti massachusett,penalti drive without licens alabama compar penalti main,0.8200207392821179,0
get wonder flavor cupcak gold coast,get uniqu tast cupcak gold coast,0.5031026124151313,1
indi band worth listen,interest listen indi music band convinc give tri,0.3748077700589726,1
make someon fall love,make someon fall love,1.0,0
featur someon music ly,get coin music ly,0.3360969272762575,0
park recreat success,park recreat bore,0.5031026124151314,0
top mobil app develop compani built mobil tablet restaur app,servic compani good build outsourc mobil app develop team startup,0.35617766368568826,0
give hope tough time,give hope human,0.4112070550676187,1
leav polit lose elect,okay polit repres becom rich richer elect,0.23790309463326234,0
procedur indian student get admit ms program us,procedur indian higher studi ms us,0.41120705506761857,1
peopl know look instagram,instagram product login instagram rememb password dont know email address use set account,0.24718481334341985,0
skip increas height,best fastest way increas height,0.3563004293331381,1
light made,exact light made,0.7092972666062738,1
take sydenham year tri jb next year 99 83 cet 2016,2 5 yrs exp plan give cet next year target jbim mms jbim select candid 3 year exp,0.2257414866184957,0
young peopl spain communic english fluentli,young peopl itali communic english fluentli,0.7168117414430624,0
reliabl mensa q test kind intellig measur,know realli intellig,0.1362763414390864,0
song play tvf tripl episod 3 mid night,song play end tvf tripl episod 5,0.6327904583679949,0
formula volum liquid determin,formula residu volum determin,0.6029748160380572,0
deal common embarrass,deal embarrass,0.7092972666062738,1
watch torrent video download,differ qualiti bd hd 720p 1080p,0.0,0
get butt like guy shown,get bigger butt natur,0.29121941856368966,0
anybodt tell cost instal automat depend surveil contract ad c flight track system,allen motorhead book pdf download,0.0,0
differ evga gtx 1080 asus gtx 1080 msi gtx 1080,dad spend salari sister law kid,0.0,0
improv write quora,improv write quora,1.0000000000000002,0
insid vagina feel,arous vagina feel like,0.4112070550676187,0
men men still hand number ask call old school chivalri obvious player,men think boy cri men show emot,0.22032071329094002,0
better bangladesh china medic studi,prepar class 10 case board better option studi futur engin law medic,0.24963549414381234,0
u respect term clean ladi housekeep maid,u compani u compani,0.0,0
right help peopl aleppo,help situat aleppo,0.4112070550676187,1
much invest banker earn,much invest banker make,0.6029748160380572,1
view ban 500 1000 rupe note india,result ban 500 1000 rupe note india,0.7523197619890014,1
good inpati drug alcohol rehab center near lawrenc counti al,good inpati drug alcohol rehab center near geneva counti al,0.8200207392821179,0
think hillari clinton ’ pneumonia affect elect,serious hillari clinton earli departur 9 11 ceremoni affect campaign,0.2605556710562623,0
famili live dollar120 000 year new york citi,famili live comfort dollar150 000 year new york citi,0.7060777744337088,0
get text record metro pcs account,get old call histori text messag metro pcs,0.41120705506761857,1
donald trump right speak mainstream media first press confer,donald trump bobbi pin hold back hair press confer mexico,0.26969665998264064,0
think feder nadal djokov murray wawrinka delpo cilic rank term potenti come greatest spot tenni,would rank feder nadal djokov murray wawrinka delpo cilic term great achiev potenti spot histori sport,0.5537528826695526,1
noon see difer endless infinit,hi friend weight 100 kg bring 70 75 weight 1 year,0.0,0
onlin coach institut best cat prepar,onlin coach better go institut like time pt educ cat prepar,0.4611709283793985,0
travel low budget,travel low budget,1.0000000000000002,1
doe quora mean,name quora exact mean,0.4112070550676187,1
stop feel insecur,stop feel insecur,1.0000000000000002,1
coke help menstrual cramp medic advic,best posit sit lie allevi menstrual cramp,0.18443191662261305,0
skip breakfast lunch dinner two cup coffe whole day lose weight,chew spit throughout day full meal eat dinner work lose weight,0.2243746584076321,0
learn japanes 2 month,learn japanes,0.7092972666062738,0
often drink coffe base drink,often drink coffe,0.8177583245211001,1
delet question quora,delet question quora,1.0000000000000002,1
deal peopl take advantag innoc,discount stack europ,0.0,0
recommend us compani invest 2014,canada best univers get us invest bank compani,0.31710746658027095,0
death hang pain,happen person hang death,0.4112070550676187,0
belgium historian disagre churchil literari treatment king belgian leopold iii follow surrend germani may 1940,denmark surrend nazi germani 3 hour,0.13502847506727245,0
use spotifi india mac,use spotifi india,0.7765145304745156,0
peopl think angellist,collus occur angellist,0.20199309249791833,0
wine best wineri visit healdsburg area,best healdsburg wineri,0.5797386715376658,1
import moment whole histori human,best moment human chennai dec 2017 cyclon,0.20613696606828605,0
best honeymoon destin kerala,best honeymoon locat kerala summer honeymoon trip kerala,0.5802127872568956,1
lose weight,suck lose weight,0.7092972666062738,1
best iphon 6 case,best iphon 4 case,1.0000000000000002,0
like work goldman sach london,like work goldman sach,0.8181802073667197,0
download miui 8 websit get updat root phone redmi note 3,updat app android phone add app total download,0.18976728433844914,0
john nash schizophrenia,john nash children,0.5031026124151314,0
afraid parent,parent afraid better,0.7092972666062738,0
prepar mba cet 2017 start novemb,get cse iitb 2017 start prepar june 2015,0.27982806524328774,0
waffen ss commit crime human,diagtrack diag track,0.0,0
prepar interview internship softwar develop jack box,expect softwar engin interview googl prepar,0.3041257418754935,0
peopl write long answer quora,peopl quora write long answer even question necessarili need,0.622540746813751,1
relat snoop dogg wiz khalifa,snoop dogg relat wiz khalifa,0.9999999999999999,1
balanc chemic equat format soap scum,good startup compani develop delhi,0.0,0
type pipe use oil gas industri,softwar use oil gas industri day day oper,0.35630042933313805,0
good inpati drug alcohol rehab center near monro counti mi,good inpati drug alcohol rehab center near barri counti mi,0.8200207392821179,0
see view instagram video,see view video post instagram,0.8181802073667197,1
hair fall shower shower,hair fall take shower,0.732104920251224,0
deactiv whatsapp account temporarili,sinc phone lost block sim whatsapp account still work deactiv account,0.4027326928782304,0
better super amol tft,tv panel better va ip,0.1273595297947935,0
person properti secur act nova scotia differ newfoundland,person properti secur act nova scotia differ alberta,0.7799154245579976,0
use swift object c learn io develop,better learn io swift object c,0.5803329846765685,1
diet narendra modi,narendra modi obes,0.5031026124151314,0
nice song chines music english lyric,best english song fast music,0.3808726084759436,0
regular express java,regular express someth,0.5031026124151314,0
physic galaxi ashish arora relev jee,effect physic galaxi lectur iit jee,0.3360969272762574,0
scuba dive long one stay 50 feet without undergo decompress,one week countri visit guatemala nicaragua miss one offer better scuba dive,0.20883232933525306,0
countri judici system least pend case,use big data analysi indian judici system also get detail inform regard pend case onlin,0.27967249039128655,0
differ floor area lot area,minimum floor area minimum floor area statutori requir,0.4501130018161746,0
mani women told prefer guy friend girl friend common reason,girl best friend guy emot attach love get jealous priorit crush go,0.2076896601030839,0
differ wraparound projector headlight,know core java complet stuck solv problem even dont know find prime number 1 100,0.0,0
eee vssut burla good placement good type compani recruit eee graduat,eee vssut burla,0.47360011395803453,1
see celebr approach,best way approach celebr,0.4112070550676187,0
start learn code true someon want extrem good code start learn young age,best way learn c,0.15500115480128754,0
namespac mean java,dollar mean java,0.5031026124151314,0
differ modi hitler,modi differ hitler,1.0000000000000002,1
purpos life,find life purpos,0.7092972666062738,0
find user name password irctc regist mobil number email id,can not login irctc use id password,0.22150013430590973,0
jio work 3g phone,use jio sim 3g devic,0.29121941856368966,1
best godrej air condition repair center hyderabad,best ifb air condition repair center hyderabad,0.7523197619890014,0
much time waiter spend take order,get divorc abl spend much time children,0.30412574187549346,0
stop feel like talk peopl,talk peopl like,0.6569729210330906,0
best way restor dell inspiron 530 factori set,restor dell inspiron 1525 factori set,0.5727393584196199,1
exist 10 type reptil,see reptil scratch skin,0.1443835552773867,0
innov diffus various kind opinion leader influenc youth,diffus villi,0.15055696960204948,0
movi documentari india oper rahat djibouti,rate movi india,0.31878402175377923,0
australian term sheila origin,australian term sheila mean,0.6029748160380572,1
india secular centuri uniform civil code place,implement uniform civil code import,0.34464214103805474,1
prime factor intez n x x b x c b c distinct prine intez mani factor n,prime factor integ n x x b x c b c distinct prime integ mani factor n,0.4602609104382783,1
entropi chang cyclic devic alway zero whether revers irrevers,find entropi irrevers process assum process revers answer appli adiabat process,0.1405985050046466,0
side effect proactiv,side effect use proactiv side effect treat,0.8021643431066532,1
ethnic cast impract joker,review impract joker tv seri,0.29121941856368966,0
appropri way wish muslim friend happi birthday,wish old friend happi birthday ok call made name use past,0.30069751492635505,0
percent popul two differ color eye,heterochromia iridum two differ color eye work,0.4502681446556265,0
life taught far,life taught,0.7092972666062738,1
transgend lesbian genit surgeri find mate,would transgend person respond someon believ transgend,0.16279449511971253,0
mani question ask quora,mani question ask quora,1.0,0
run 5k without train,run 5k without much train,0.8181802073667197,1
pros con tenni ball walker,pros con attach tenni ball walker,0.8466473536503036,1
best pickup line engin,one pickup line never fail,0.29121941856368966,0
messag deliveri courier dhl mean,refer dhl courier,0.3563004293331381,0
imessag sync iphon macbook,iphon connect home wifi,0.1443835552773867,0
advantag disadvantag hnd marin engin,marin engin get nri status,0.2523342014336961,0
student liber art repeat given mantra without critic thought,reason dynamit patent,0.0,0
texa ranger import law enforc today,respons texa ranger interact law enforc agenc,0.4502681446556265,1
u get old messag snapchat,hack snapchat messag remot,0.3360969272762575,0
human human right,mean human right,0.6728984701822543,1
tesseract doctor univers purpos serv,sad lone,0.0,0
clear point drive record order lower premium,clear point drive record order lower premium california,0.8831282039194522,0
differ amateur ham radio cb radio,ham radio cb radio differ,0.8831282039194522,1
compani cultur,compani cultur like whatsapp,0.5797386715376657,0
reason industri revolut,caus industri revolut,0.5031026124151314,1
masturb caus loss zinc lead loss appetit,masturb caus loss protein,0.5192800188031971,0
kaufmich com,superbcrew com,0.3360969272762574,0
pakistani mango vs indian mango best,mango tast like,0.2605556710562624,0
view privat instagram,view privat instagram,1.0000000000000002,1
kind economi switzerland norway differ,kind economi switzerland belgium differ,0.6694188517266485,0
think futur choos research career path comput geophys would ms student compuat engin,eighth sem cse student path choos career cours get good job futur,0.2526482442031813,0
desir natur caus death,least desir caus death,0.6029748160380572,0
world war iii inevit,world war iii come,0.6029748160380572,1
freefal speed nanothermit prove 9 11 hoax insid job,genet algorithm basic generat inform noth prove algorithm exist creat inform hoax,0.09867961797986956,0
sds page use charg protein,detect low molecular protein 10 kda use sds page,0.43927499031635536,0
differ redhead ginger,get ginger scene hair,0.17077611319011649,0
offshor platform handl groceri small good shipment land,happen offshor oil platform stop drill,0.1707761131901165,0
make money give app,make money app,0.7765145304745156,0
appli univers alberta internetwork without project propos,get univers alberta 82percent 33percent pass scale india,0.15592892548708362,0
syria civil war,syria civil war,1.0000000000000002,1
psycholog,psycholog,1.0,1
suggest best budget phone 15k,phone best 15k,0.6569729210330906,1
6 mother sauc recip use,6 mother sauc use cook,0.6029748160380572,1
like regret children,ever regret child,0.20199309249791833,0
white women find asian men attract,men attract women gray white hair,0.5031026124151313,0
best way prepar theoret part ca final exam,best way prepar ca final group1 paper,0.5056055588739691,1
sell busi idea,ventur investor pitch sell product idea,0.31878402175377923,1
hurrican sandi octob 2012 store sell peopl prepar storm hit,impact hurrican sandi,0.23773923857522397,0
way learn stock market,best way learn invest stock market stock buy,0.6953572570566552,1
harm eat use plastic utensil,bad eat sunflow seed shell,0.11234277891542778,0
quora ask question quora wont get mark need improv,seem ask anyth anymor quora keep mark question need improv,0.5217036322696998,1
dunno creat univers,consid zone avoid fact earth plane galaxi know size shape,0.0,0
salari train ticket examin tte indian railway,indian railway privat,0.2910691023819054,0
funniest joke ever heard,best joke ever heard,0.6029748160380572,1
proof given exist god yes,proof god,0.5023287782256717,1
best quick way lose weight,best way loos weight quick,0.6694188517266485,1
differ transgend man transgend woman,differ transgend man transgend woman,0.9999999999999998,1
take exam give exam correct student,write take give exam,0.5684901084069616,0
job foreign south korea,foreign get job south korea,0.8181802073667197,1
creat satelit blog post seo friend post consid black hat seo techniqu,creat satellit blog post seo friend post consid black hat seo techniqu,0.8836351388995085,1
peopl answer place comment,answer comment option,0.4112070550676187,1
side dish go well hamburg,side dish go well lentil soup,0.5803329846765685,0
best smartphon tech gadget,best avail technolog gadget,0.3360969272762575,1
could magnet use clean space debri,could space debri earth orbit clean,0.5031026124151313,0
god creat world,god,0.4494364165239821,0
valu ad tax differ vat sale tax,vat valu ad tax,0.7554744394215539,0
got jio sim 2fifth aug 4rth sep still sim activ,java programm wear glass,0.0,0
speed internet connectionn,speed internet connect,0.5031026124151314,1
chanc get phone back someon stole pocket travel local train mumbai,possibl get back mobil phone lost mumbai local train,0.43603798855130155,1
open snapchat messag without person know open,delet messag snapchat person save,0.2952675553824053,0
best valu michelin star restaur nyc,best greek restaur nyc,0.4501755023269897,0
find cell phone number,find cell phone number,1.0,1
given alpha beta root equat 3x 2 5 0 form equat whose root 2alpha 1 beta 2alpha alpha,root equat math x 2 3x 10 0 math math alpha math math beta math math alpha beta math equat math alpha 1 math math beta 2 math root,0.21364160263012927,0
ban rs 500 1000 note impact indian economi,ban 500 1000 denomin affect various domain indian economi,0.42113589132819573,1
malaysia fail develop first world countri like singapor,malaysia becom develop countri besid oil,0.27982806524328774,0
jain convers brahmin kshatriya vaishya shudra,shudra read veda,0.1362763414390864,0
vermont liber,cultur vermont,0.3360969272762574,0
continu thing think must without anyon understand support,rent apt bankruptci,0.0,0
live meaning life,lead meaning life,0.5031026124151314,1
safest cheapest place buy gold wow,buy wow gold safe,0.4501755023269897,0
salari structur tcs bps,one better ibm gbs tcs bps,0.2605556710562624,0
specul trump tri set start right wing talk show elect event lose think,earli stage startup event denot right time start talk equiti contact lawyer,0.19261467065293905,0
enlarg peni,big peni,0.3360969272762574,1
review lyf mobil,india justifi keep kashmiri hostag satisfi collect conscienc jingoist,0.0,0
weather orlando like june differ weather januari,weather orlando like june differ weather novemb,0.8019783064439234,0
best free legal music download site,best free app download site,0.5803329846765685,0
typic career path someon becom professor account,typic career path someon becom professor geographi,0.7523197619890014,0
delet question ask quora,possibl perman delet quora question,0.5101490193104813,1
pros con client server network,pros con client server network,0.9999999999999999,1
suspect spous cheat,deal cheat spous,0.5031026124151314,0
best way learn play guitar,learn play guitar,0.6569729210330906,1
recommend engin stuff e commerc movi job go make uniqu one,possibl make e commerc websit without know code extrem cost effect manner platform would one use,0.1415225563593545,0
unlock iphon,carrier unlock iphon,0.7092972666062738,1
best shop site brand shoe bigger size,mark requir get 1000 rank wb jee,0.0,0
color trustworthi,common mandm color,0.2605556710562624,0
much boxer make per fight main incom,fix amount cut ticket sale pay per view boxer mma fighter make differ type fight,0.250302046246969,0
sudden log gmail rememb gmail password realiz recoveri email longer aliv,forgotten gmail password find old gmail password rememb recoveri inform,0.4354805056807227,1
best program languag one must learn stay updat today,best program languag learn opinion,0.43927499031635536,1
wide accept credit card small busi restaur monaco,wide accept credit card small busi restaur israel,0.7799154245579976,0
loui pasteur contribut microbiolog,contribut joseph lister microbiolog,0.3360969272762575,0
would ryan locht lie get rob rio 2016,would ryan locht lie get rob cop,0.6735205045780811,1
best job java develop maintain data warehous,ece graduat much interest electron job prefer right java develop data scientist job,0.3323458151044595,0
rest world see republican,rest world see countri,0.6029748160380572,0
irish scottish peopl unwil reviv gaelic languag make everyday usag languag way isra,trump penc white hous forc creation taught alongsid evolutionari theori,0.0,0
becom militari pilot,becom militari pilot,1.0000000000000002,1
mani state union territori india,current mani state union teritori india,0.5803329846765685,0
best web host black friday deal 2017,best web host black friday deal 2016,0.7523197619890014,0
best novel ever,best novel read,0.5031026124151314,1
nation languag india,india nation languag,1.0000000000000002,1
england v wale win,win england v wale match,0.7765145304745156,1
concentr better studi,concentr well studi,0.5031026124151314,1
job timor lest australian base compani get pr 8 month job question possibl go australia pr,much possibl get australian pr posit assess,0.28640827742600267,0
like gay sex first time live straight person,straight men afraid gay men,0.15592892548708362,0
piano violin sound differ play note teacher said amplitud differ correct,white hous attack terrorist real life,0.0,0
top speed bus rapid transit dedic lane,top speed zx 6r,0.23790309463326234,0
bomb threat mumbai tomorrow real rumour,manag live mumbai get 15k,0.10163066979112656,0
10 way microorgan use,microorgan use,0.5797386715376657,0
think past life,think past life,1.0000000000000002,1
sale brand item websit,lesser known sight see visit salavat russia,0.0,0
smallest event need happen bitcoin transact wipe,qualiti american film,0.0,0
survivor real deepwat horizon feel recent movi,theme mean movi deepwat horizon,0.34464214103805474,0
prepar gate coach necessari,necessari go coach gate prepar,0.8181802073667197,1
fall someon,fall someon part love,0.5797386715376657,1
best co work space meet room rental option kathmandu,best co work space meet room rental option singapor,0.8019783064439235,0
would happen person listen music day long,mania listen music day long,0.5193879933129156,0
best resourc appli music graduat degre,best resourc appli histori graduat degre,0.7168117414430624,0
emerg trend structur program,emerg trend structur program,1.0,1
correct grammar appreci would appreci,correct wordpress mobil grammar error,0.20613696606828605,0
improv english,best way improv spoken english soon,0.4494364165239821,1
peopl say obama black half white,presid obama half black half white mani peopl usa see black seem mani peopl see white,0.5475753147768369,1
instagram hashtag best attract follow,best hashtag instagram like,0.5101490193104813,1
vagina sex man put peni,man keep peni surgeri get vagina,0.38087260847594373,0
donald trump win,donald trump win despit project would fail,0.5245910904457137,1
get surf pokemon emerald,pokémon emerald pokémon learn surf fli,0.2202881505618297,0
ever sex teacher,ever sex teacher,1.0000000000000002,1
signific 1962 american nickel,signific 1969 american nickel,0.6029748160380572,0
dynamo,dynamo,1.0,1
effect recent demonet rs500 rs 1000 note real estat properti busi,declar rs 500 rs 1000 note would accept valid transact affect real estat india,0.2995800525335756,1
much uber driver earn india,much uber driver earn india,0.9999999999999999,1
find job mumbai,find job mumbai,1.0000000000000002,1
daili life north korea,life north korea typic lifestyl differ section peopl north korea,0.515936647417777,1
minimum wage rais dollar15,minimum wage rais dollar15 hr american worker,0.6348087971775132,1
take profession pictur,way take profession product pictur,0.6569729210330906,0
aluminum macbook pros react human hand,pros con comput scienc student use macbook,0.18443191662261305,0
visit sri lanka soonfor 9 day pick sri lankan girl fun,indian hate sri lankan,0.2834289552492495,0
good exampl 4 stanza poem,good ilocano poem,0.4112070550676187,0
cpu better i3 fourth gen sixth gen,better intel i5 sixth gen i7 fifth gen,0.46598909712311054,0
best tourist place visit chhattisgarh,foremost tourist place chhattisgarh,0.5101490193104813,1
differ love marriag arrang marriag,better arrang marriag love marriag,0.7523197619890014,0
break secur code nokia 103,break secur code nokia c1,0.6694188517266485,0
site best learn algorithm data structur video,best site learn data structur algorithm video tutori,0.8831282039194522,1
pirat bay one lower risk caught continu torrent,torrent colleg network without detect get caught,0.15592892548708362,0
name give mathemat educ blog,advic give iit graduat mechan civil engin strong want pursu research career comput scienc mathemat complet basic cours cs coursera,0.11592137213527733,0
univers feder mogul recruit new grad major look,univers feder signal recruit new grad major look,0.7799154245579976,0
peopl go mba master engin,peopl mba engin,0.6569729210330906,1
facebook account get hack,hack somebodi facebook account person ad friend,0.4073526042885674,1
black peopl get upset non black rapper use n word,consid offens non black peopl use n word black peopl,0.6237335757090525,1
jordan belfort wolf wall street illeg,wolf wall street popular,0.4501755023269897,0
safe sex without condom risk pregnanc,safe sex without condom,0.7092972666062737,0
major differ chines cultur western cultur,differ western cultur chines cultur,0.8831282039194522,1
java need,need java comput,0.7092972666062738,1
weak ignor impedi surviv arrog,weak ignor impedi surviv arrog japanes,0.8466473536503036,1
right time associ car uber pune,right time associ car uber pune,1.0000000000000002,1
cruel dismantl boyfriend lego withhold one vital piec never whole,mother law interest kid never made effort get know send cruel email done anyth,0.09349477497536716,0
track phone googl earth,googl earth work imag taken satillit combin camera resolut use,0.19431434016858148,0
chanc origin member gun rose ever reunit,gun n rose choos name,0.23790309463326234,0
differ stage startup fund,earli stage startup better fund get fund vc,0.48097310796014436,0
give cbse class 12 improv exam,give cbse improv exam better option reappear cbse class 12 school placement cse higher studi mba etc,0.5329401049631628,1
replac 1000 rs note 2000 rs note go make black money hoard lot harder,would demonet 500 1000 rupe note introduc new 2000 rupe note help curb black money corrupt,0.2696966599826406,1
characterist tradit cloth brazil,fell love,0.0,0
long term effect hepat,long term effect hepat b,1.0,0
paradox,paradox,1.0,1
instal 2 kw ac hous 1kw rate electr meter burn meter lead short circuit,electr meter tamper,0.3024250771231821,0
2seventh letter english alphabet,mani letter english alphabet,0.6029748160380572,0
coach necessari crack jee advanc,necessari take coach class prepar jee advanc,0.5193879933129156,1
mediterranean ship compani good join,chennai mediterranean ship compani good join,0.8466473536503036,0
clear clog ear,unpop clog ear,0.5031026124151314,1
guy fall love easili girl experi difficulti commit could guy commit issu ever settl happili,guy fall love easili,0.4511725084772472,0
earn onlin,best way earn money home,0.19431434016858146,1
pm modi correct thing 500 1000 rs note,narendra modi ban 500 1000 note india,0.36802320875611494,1
millionair qualifi answer question becom millionair,risk avers becom millionair,0.3720557314537372,0
way lose 25 pound one month,lose weight quick,0.1362763414390864,0
given chanc somebodi els day would,given chanc somebodi els one day would,0.8673636849609287,1
scientif evid ghost exist,serious scientif studi unexplain phenomenon ghost etc,0.23790309463326234,1
would want know die die,would rather know die die,0.7523197619890014,1
practic english,continu improv english,0.2605556710562624,1
best way wake earli,wake earli winter,0.4112070550676187,0
cost colleg educ mexico,cost colleg educ expens,0.6029748160380572,0
option person chat quora,option chat person quora,1.0,1
find pest control servic sydney,get environ friend pest control servic sydney,0.5193879933129156,0
way could teach kid save money,would teach kid valu money,0.3808726084759436,0
soni mdr xb950 headphon gym purpos,ear headphon good purchas rang 1500 2000 prefer soni jbl soni mdr xb450,0.27456430090611794,0
busi start 50 lac,50 lac want start new busi busi start mumbai larg scale,0.6728984701822545,1
happen turn comput say get window readi turn comput,mobil phone schedul power find anyth turn comput program shut comput power start pc time want,0.2411470278261708,0
first term geometr sequenc 16 fifth term 9 valu seventh term,sum first n term ap 153 common differ 2 first term integ number possibl valu n,0.39551493235818835,0
peopl activ control emot,gain emot intellig control emot,0.4110653709825173,1
best year subaru wrx,subaru wrx vs nissan 370z fun drive,0.23790309463326234,0
would happen krishna side pandava,would happen krishna side pandava,0.9999999999999999,1
get refund prepar chart wait list ticket,reduct refund amount wait list cancel chart prepar,0.5056055588739692,0
prepar right first year crack googl summer code,tip clear googl summer code,0.31710746658027095,1
quot stupid,stupid quot,0.9999999999999998,0
yale univers offer fulbright scholarship econom,bsc econom cours offer india top distanc univers,0.27982806524328774,0
find cheap brand cloth bangalor,find good brand cloth bangalor cheap price,0.7474073540060464,1
boyfriend want anal sex hurt feel good,boyfriend want sex mix feel regard,0.4502681446556265,0
would michael jackson think donald trump michael aliv today,averag dick size across countri,0.0,0
date someon 5 year elder,get someon known life date 5 year plus dont know still talk work,0.29505871904131714,0
cultur import life,import cultur life,1.0000000000000002,1
sentenc correct visit doctor yesterday visit doctor yesterday visit doctor yesterday,made friend doctor recent sentenc grammat correct,0.2219435637472084,0
much pint beer cost averag canada,6 pack beer cost much australia,0.3808726084759436,0
care peopl think,stop worri peopl think,0.4112070550676187,0
increas toler pain,increas pain toler,1.0000000000000002,1
funni tv show joey f r e n,watch joey tv show watch f r e n,0.4073526042885674,1
get rid cellulit stomach,good shape troubl spot cellulit right glute top thigh get rid,0.31017057717950425,1
pan card lost aadhaar card get second copi,benefit aadhaar card grant bearer,0.2762749984593541,0
biggest scam india,biggest scam histori,0.5031026124151314,0
word mean,five letter word mean pace,0.5023287782256717,0
telecom trace locat,trace phone call origin cellphon locat,0.31878402175377923,0
hire manag tell hr call 1 2 week ask next step,differ oppo mobil dubai n india,0.0,0
improv draw,improv draw,0.9999999999999998,1
unlock iphon without know appl id password,appl know iphon code,0.4073526042885674,0
saltwat taffi candi import japan,saltwat taffi import japan,0.8181802073667197,1
jayalalitha health issu,chief minist jayalalitha health condit,0.3563004293331381,1
epic funniest farewel email ever sent cowork leav compani,leav citi make emot farewel,0.17856621555757476,0
bad boy attract,girl attract boy much boy attract girl,0.4744932943426848,0
splinter foot remov,okay leav splinter remov,0.4112070550676187,0
porn websit ban india,porn websit ban india,1.0,1
fit reduc bulki tummi,reduc tummi,0.5797386715376657,1
peopl sweat excess armpit,peopl sweat excess armpit odor stinki smell,0.6348087971775132,1
corrupt indian politician,corrupt indian politician,1.0000000000000002,0
delet yahoo email account,delet yahoo mail id,0.3360969272762575,1
review 2016 macbook pro,review macbook pro 2016,1.0,1
need domicil certif neet,domicil appli neet phase 2,0.3360969272762575,0
seventeen year old male height 5 6 reach 5 8 5 9,16 year old height 5 6 gow 5 9,0.3808726084759436,0
best citi resid india,best citi north india,0.6029748160380572,0
unusu stori ever heard,unusu love stori ever heard,0.8181802073667197,0
proof ghost realli exist,ghost realli exist explain peopl get posses,0.4073526042885674,1
recov moder depress,recov depress,0.7092972666062738,1
good reason sign quora,get start quora quora,0.26951761324603213,0
give iim b c 5 star rate l k,feel iim b c k l,0.22028815056182965,0
best way soak gummi bear ciroc vodka,know python good term high pay job,0.0,0
take vitamin b complex without doctor ’ prescript,call vitamin b complex,0.31878402175377923,0
technolog chang entertain,wheather newswebsit appoint correspond issu id card india,0.0,0
mean urdu word nasaaz,mean urdu word ehteraam,0.6029748160380572,0
strongest competit list go warhamm 40k moment,know armi choos next warhamm 40k,0.18443191662261305,0
demand program languag 5 year,demand program languag uk,0.6029748160380572,0
make money car,make money car,1.0000000000000002,1
salari engin,salari engin,0.9999999999999998,1
overcom negat thought,ignor negat thought,0.5031026124151314,1
suprem court direct karnataka releas water tmc cant percent tmc water karnataka see detail,rag iit even though ban suprem court,0.09469853796540419,0
stop social awkward introvert,make friend shi social awkward introvert,0.4501755023269898,1
lesser known fact ant,interest fact ant,0.4112070550676187,1
creat type write effect templat,creat type effect websit,0.5101490193104813,1
becom career counselor,one becom career counselor,0.7765145304745156,1
stop extrovert,stop introvert,0.3360969272762574,1
get xbox one ps4,buy ps4 xbox one game pc,0.4501755023269898,0
near death experi real,near death experi prove,0.6029748160380572,1
best way introduc english,introduc,0.37997836159100784,0
possibl mobil phone explod,mobil phone explod,0.7765145304745156,1
good gift foreign visitor bring invit someon home slovakia first time,good gift foreign visitor bring invit someon home ukrain first time,0.8350499057520977,0
blackhol exist,black hole exist,0.2605556710562624,1
founder school app market teen,school come logo,0.1506401849870651,0
beauti french song,good french song,0.5031026124151314,1
would best flight simul laptop,would overal best flight simul laptop,0.8466473536503036,1
much money alaskan bush peopl make tv,much money uber driver make,0.34464214103805474,0
snapchat current less success whatsapp,snapchat valu twitter,0.15064018498706508,0
donald trump win despit project would fail,donald trump win presidenti elect,0.34464214103805474,1
follow question quora anonym,anonym follow question quora,1.0,1
hard would somebodi home wifi network get data come go even data sent comput,wifi network power sun connect two galaxi long would take send receiv inform light year hour way boost transmiss speed data wifi network connect two galaxi,0.17952591860155231,0
data sourc place interest poi json format,music data json format,0.4073526042885674,0
defin rough sex,kind sex women prefer rough tender,0.31878402175377923,0
would expect salari incom tax inspector seventh pay commiss,hand salari incom tax inspector india new recruit,0.3112574675270537,0
struggl life,struggl life,0.9999999999999998,1
get pregnant 5 day ovul,get pregnant 5 day period,0.6029748160380572,0
